spatial_unit,origin_country,year,month,arrivals,avg_nights_per_arrival,nights,county_key,county_label,spatial_level
County of Split-Dalmatia,Countries - total,2025,3,42086.0,2.3,95339.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2025,4,162770.0,2.9,479542.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2025,5,327063.0,3.3,1081505.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2025,6,613757.0,4.5,2738974.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2025,7,932322.0,5.6,5189720.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2025,8,963378.0,5.6,5371347.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2025,9,492303.0,5.0,2437830.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2025,10,206972.0,3.6,748822.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2025,11,39434.0,2.4,96472.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Varaždin,Countries - total,2020,1,4526.0,2.2,9791.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2020,2,4608.0,1.9,8954.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2020,3,1485.0,2.7,4073.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2020,4,95.0,5.8,554.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2020,5,813.0,2.2,1788.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2020,6,3821.0,1.7,6366.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2020,7,7722.0,1.7,13110.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2020,8,10017.0,1.7,17447.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2020,9,5357.0,1.7,9142.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2020,10,3448.0,2.0,6980.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2020,11,1788.0,2.1,3742.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2020,12,1500.0,2.1,3089.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2021,1,2350.0,2.1,4998.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2021,2,2808.0,1.9,5426.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2021,3,2771.0,2.1,5846.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2021,4,2861.0,2.0,5824.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2021,5,3773.0,1.9,7049.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2021,6,7007.0,1.6,11530.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2021,7,13579.0,2.0,27643.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2021,8,14766.0,2.3,33767.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2021,9,8100.0,2.0,15819.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2021,10,5910.0,2.2,12873.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2021,11,4251.0,2.1,9095.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2021,12,4499.0,1.9,8639.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2022,1,3246.0,2.4,7948.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2022,2,3719.0,2.2,8026.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2022,3,3563.0,2.4,8567.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2022,4,5910.0,2.3,13612.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2022,5,6773.0,2.4,16281.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2022,6,9862.0,2.1,21165.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2022,7,13032.0,2.3,29591.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2022,8,15314.0,2.6,39748.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2022,9,8942.0,2.1,18358.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2022,10,6793.0,2.3,15491.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2022,11,5502.0,2.2,12088.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2022,12,5936.0,2.0,11592.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2023,1,4544.0,2.5,11292.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2023,2,4787.0,2.3,11069.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2023,3,5216.0,2.3,12063.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2023,4,7421.0,2.3,17035.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2023,5,8934.0,2.4,21615.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2023,6,10405.0,2.2,22587.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2023,7,14404.0,2.3,33085.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2023,8,16298.0,2.6,42694.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2023,9,10420.0,2.2,23132.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2023,10,7533.0,2.3,17308.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2023,11,5792.0,2.4,13769.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2023,12,7462.0,2.1,15571.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2024,1,4787.0,2.6,12491.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2024,2,5441.0,2.5,13752.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2024,3,6711.0,2.3,15631.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2024,4,7515.0,2.3,17639.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2024,5,9675.0,2.2,21103.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2024,6,11052.0,2.1,22866.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2024,7,14139.0,2.3,32431.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2024,8,18954.0,2.4,46398.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2024,9,9911.0,2.3,22706.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2024,10,7978.0,2.2,17643.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2024,11,6970.0,2.2,15420.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2024,12,8496.0,2.0,16872.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2025,1,6348.0,2.7,16989.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2025,2,5182.0,2.0,10408.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2025,3,5484.0,1.7,9438.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2025,4,7257.0,2.1,15365.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2025,5,9763.0,2.1,20517.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2025,6,11555.0,2.0,22891.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2025,7,14570.0,2.2,32064.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2025,8,18632.0,2.3,43023.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2025,9,10689.0,2.2,23420.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2025,10,7942.0,2.0,16072.0,varazdinska,County of Varaždin,county
County of Varaždin,Countries - total,2025,11,7296.0,1.9,14087.0,varazdinska,County of Varaždin,county
County of Virovitica-Podravina,Countries - total,2020,1,837.0,1.8,1538.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2020,2,853.0,2.2,1847.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2020,3,388.0,2.8,1082.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2020,4,1.0,4.0,4.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2020,5,286.0,1.4,413.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2020,6,690.0,1.7,1150.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2020,7,744.0,2.3,1676.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2020,8,1071.0,2.7,2866.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2020,9,680.0,1.9,1310.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2020,10,721.0,1.8,1263.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2020,11,455.0,1.4,650.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2020,12,192.0,1.6,303.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2021,1,164.0,2.2,361.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2021,2,226.0,1.8,399.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2021,3,224.0,1.6,369.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2021,4,462.0,1.7,788.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2021,5,844.0,2.1,1763.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2021,6,1003.0,1.8,1816.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2021,7,1416.0,2.4,3427.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2021,8,1362.0,2.5,3357.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2021,9,1283.0,1.7,2233.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2021,10,1673.0,2.1,3442.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2021,11,943.0,1.9,1827.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2021,12,692.0,1.7,1210.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2022,1,531.0,1.8,941.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2022,2,653.0,2.3,1515.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2022,3,989.0,2.3,2227.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2022,4,1285.0,2.0,2535.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2022,5,1492.0,1.9,2893.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2022,6,1574.0,2.2,3415.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2022,7,1164.0,2.7,3095.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2022,8,1663.0,2.6,4391.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2022,9,1792.0,2.0,3591.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2022,10,2119.0,1.8,3849.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2022,11,1151.0,1.8,2076.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2022,12,946.0,1.9,1795.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2023,1,723.0,2.0,1414.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2023,2,973.0,2.3,2210.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2023,3,950.0,2.0,1923.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2023,4,1323.0,2.2,2865.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2023,5,1603.0,2.4,3816.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2023,6,1811.0,2.2,3897.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2023,7,1334.0,2.8,3692.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2023,8,1945.0,2.7,5208.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2023,9,1781.0,1.9,3341.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2023,10,1511.0,2.0,2948.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2023,11,1174.0,2.2,2634.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2023,12,872.0,2.4,2084.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2024,1,784.0,2.5,1967.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2024,2,916.0,2.4,2159.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2024,3,1384.0,2.5,3453.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2024,4,1727.0,2.2,3751.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2024,5,1937.0,2.3,4484.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2024,6,1947.0,2.0,3972.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2024,7,1576.0,2.5,3948.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2024,8,2140.0,2.7,5855.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2024,9,1903.0,2.2,4171.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2024,10,1500.0,2.3,3439.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2024,11,1486.0,2.1,3139.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2024,12,1200.0,2.2,2582.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2025,1,974.0,2.2,2160.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2025,2,1135.0,2.6,2940.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2025,3,1626.0,2.6,4266.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2025,4,1693.0,2.3,3872.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2025,5,2685.0,1.9,5004.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2025,6,2043.0,2.1,4240.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2025,7,1625.0,2.6,4231.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2025,8,2174.0,2.6,5571.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2025,9,2106.0,2.0,4305.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2025,10,2132.0,2.2,4612.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Virovitica-Podravina,Countries - total,2025,11,1514.0,2.1,3242.0,viroviticko podravska,County of Virovitica-Podravina,county
County of Vukovar-Sirmium,Countries - total,2020,1,5703.0,1.3,7396.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2020,2,6644.0,1.4,9104.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2020,3,2951.0,1.5,4528.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2020,4,21.0,5.7,120.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2020,5,598.0,1.5,909.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2020,6,2020.0,1.8,3636.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2020,7,1762.0,2.2,3800.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2020,8,1787.0,2.1,3664.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2020,9,2576.0,1.9,4924.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2020,10,1975.0,1.9,3754.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2020,11,2288.0,1.6,3749.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2020,12,1055.0,1.7,1751.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2021,1,866.0,2.1,1781.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2021,2,950.0,1.8,1749.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2021,3,1444.0,1.7,2524.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2021,4,2110.0,2.0,4278.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2021,5,2956.0,2.2,6644.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2021,6,3231.0,2.2,7005.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2021,7,3270.0,1.8,5888.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2021,8,3903.0,1.8,6959.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2021,9,5163.0,1.8,9229.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2021,10,4664.0,1.7,8152.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2021,11,4919.0,1.9,9234.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2021,12,2593.0,1.7,4460.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2022,1,1585.0,2.2,3521.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2022,2,1711.0,1.9,3291.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2022,3,2596.0,1.6,4264.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2022,4,7075.0,1.7,11881.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2022,5,10466.0,1.5,15593.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2022,6,8473.0,1.5,12851.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2022,7,4261.0,1.8,7508.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2022,8,4787.0,1.9,9145.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2022,9,9867.0,1.8,18229.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2022,10,9204.0,1.6,15124.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2022,11,9047.0,1.5,13931.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2022,12,6441.0,1.3,8345.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2023,1,5818.0,1.3,7643.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2023,2,6997.0,1.4,9668.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2023,3,8228.0,1.6,13088.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2023,4,9135.0,1.7,15811.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2023,5,9909.0,1.6,15946.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2023,6,7440.0,1.6,12042.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2023,7,4376.0,1.9,8510.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2023,8,5207.0,1.9,9844.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2023,9,10888.0,1.7,18502.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2023,10,9958.0,1.6,16023.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2023,11,9833.0,1.5,14865.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2023,12,6012.0,1.5,8793.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2024,1,6405.0,1.3,8645.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2024,2,6411.0,1.3,8447.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2024,3,6153.0,1.8,10979.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2024,4,8768.0,1.8,15500.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2024,5,10786.0,1.6,17210.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2024,6,8078.0,1.7,13541.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2024,7,5322.0,1.9,10052.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2024,8,6449.0,1.9,11952.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2024,9,11022.0,1.8,20073.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2024,10,10677.0,1.6,16891.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2024,11,9448.0,1.6,14982.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2024,12,6385.0,1.5,9829.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2025,1,6434.0,1.4,9067.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2025,2,6652.0,1.4,9222.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2025,3,7666.0,1.9,14276.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2025,4,8670.0,1.8,15253.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2025,5,11907.0,1.7,19949.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2025,6,7856.0,1.7,13090.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2025,7,4821.0,2.0,9548.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2025,8,6022.0,1.9,11198.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2025,9,10467.0,1.7,17789.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2025,10,11088.0,1.7,18425.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Vukovar-Sirmium,Countries - total,2025,11,9593.0,1.7,16006.0,vukovar sirmium,County of Vukovar-Sirmium,county
County of Zadar,Countries - total,2020,1,9101.0,2.3,21079.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2020,2,10607.0,2.2,22953.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2020,3,5795.0,2.8,16219.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2020,4,222.0,11.9,2645.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2020,5,6289.0,3.1,19373.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2020,6,92703.0,5.0,459336.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2020,7,299272.0,7.2,2166113.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2020,8,320439.0,7.6,2420933.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2020,9,36395.0,7.7,281396.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2020,10,12705.0,3.4,43730.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2020,11,4008.0,3.2,12782.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2020,12,2175.0,3.6,7863.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2021,1,4227.0,2.6,11062.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2021,2,7216.0,2.2,16202.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2021,3,9190.0,2.7,24778.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2021,4,18130.0,3.1,56214.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2021,5,30385.0,4.0,122342.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2021,6,139795.0,5.2,729790.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2021,7,420676.0,6.7,2822438.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2021,8,452409.0,7.3,3310090.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2021,9,149452.0,6.4,954400.0,zadarska,County of Zadar,county
