spatial_unit,year,Number of Permanent Beds per 100 inhabitants,area_km2,arrivals,arrivals_per_100,arrivals_per_km2,avg_nights_per_arrival,avg_nights_per_bed,beds_per_km2,nights,nights_per_100,nights_per_km2,permanent_beds,pop_per_km2,population_census,spatial_level,county_key
Virovitica,2024,1.1,170.67,2129.0,11.0,12.5,2.1,21.9,1.2,4517.0,23.4,26.5,206.0,113.0,19302.0,municipality,virovitica
Vis,2021,142.5,52.79,25041.0,1305.6,474.4,6.0,54.9,51.8,150106.0,7826.2,2843.5,2734.0,36.0,1918.0,municipality,vis
Vis,2022,142.9,52.79,27674.0,1442.9,524.2,5.8,58.7,51.9,160945.0,8391.3,3048.8,2741.0,36.0,1918.0,municipality,vis
Vis,2023,142.6,52.79,27550.0,1436.4,521.9,5.7,57.0,51.8,155927.0,8129.7,2953.7,2735.0,36.0,1918.0,municipality,vis
Vis,2024,139.6,52.79,27518.0,1434.7,521.3,5.7,58.4,50.7,156421.0,8155.4,2963.1,2677.0,36.0,1918.0,municipality,vis
Visoko,2021,,24.83,,,,,,,,,,,53.0,1335.0,municipality,visoko
Visoko,2022,0.3,24.83,,,,,,0.2,,,,4.0,53.0,1335.0,municipality,visoko
Visoko,2023,0.3,24.83,,,,,,0.2,,,,4.0,53.0,1335.0,municipality,visoko
Visoko,2024,0.4,24.83,,,,,,0.2,,,,6.0,53.0,1335.0,municipality,visoko
Viškovci,2021,,44.02,,,,,,,,,,,33.0,1496.0,municipality,viskovci
Viškovci,2022,,44.02,,,,,,,,,,,33.0,1496.0,municipality,viskovci
Viškovci,2023,,44.02,,,,,,,,,,,33.0,1496.0,municipality,viskovci
Viškovci,2024,,44.02,,,,,,,,,,,33.0,1496.0,municipality,viskovci
Viškovo,2021,1.7,18.68,2466.0,15.3,132.0,5.7,50.1,14.9,13966.0,86.8,747.6,279.0,861.0,16084.0,municipality,viskovo
Viškovo,2022,2.4,18.68,3991.0,24.8,213.7,5.3,55.5,20.5,21260.0,132.2,1138.1,383.0,861.0,16084.0,municipality,viskovo
Viškovo,2023,2.4,18.68,4585.0,28.5,245.4,5.2,60.9,20.8,23691.0,147.3,1268.3,389.0,861.0,16084.0,municipality,viskovo
Viškovo,2024,2.7,18.68,3966.0,24.7,212.3,5.5,50.7,23.0,21783.0,135.4,1166.1,430.0,861.0,16084.0,municipality,viskovo
Višnjan - Visignano,2021,66.1,63.51,10792.0,514.9,169.9,7.8,61.1,21.8,84666.0,4039.4,1333.1,1386.0,33.0,2096.0,municipality,visnjan visignano
Višnjan - Visignano,2022,62.5,63.51,12809.0,611.1,201.7,7.9,77.7,20.6,101808.0,4857.3,1603.0,1311.0,33.0,2096.0,municipality,visnjan visignano
Višnjan - Visignano,2023,64.6,63.51,12432.0,593.1,195.7,7.9,72.9,21.3,98655.0,4706.8,1553.4,1353.0,33.0,2096.0,municipality,visnjan visignano
Višnjan - Visignano,2024,68.9,63.51,12359.0,589.6,194.6,7.9,67.5,22.8,97535.0,4653.4,1535.7,1445.0,33.0,2096.0,municipality,visnjan visignano
Vižinada - Visinada,2021,58.3,35.68,5885.0,515.3,164.9,7.8,68.8,18.7,45820.0,4012.3,1284.2,666.0,32.0,1142.0,municipality,vizinada visinada
Vižinada - Visinada,2022,60.2,35.68,6951.0,608.7,194.8,7.7,77.4,19.3,53271.0,4664.7,1493.0,688.0,32.0,1142.0,municipality,vizinada visinada
Vižinada - Visinada,2023,68.8,35.68,7648.0,669.7,214.3,7.5,72.9,22.0,57312.0,5018.6,1606.3,786.0,32.0,1142.0,municipality,vizinada visinada
Vižinada - Visinada,2024,71.6,35.68,8006.0,701.1,224.4,7.0,68.3,22.9,55859.0,4891.3,1565.6,818.0,32.0,1142.0,municipality,vizinada visinada
Vladislavci,2021,,32.01,,,,,,,,,,,48.0,1552.0,municipality,vladislavci
Vladislavci,2022,,32.01,,,,,,,,,,,48.0,1552.0,municipality,vladislavci
Vladislavci,2023,,32.01,,,,,,,,,,,48.0,1552.0,municipality,vladislavci
Vladislavci,2024,,32.01,,,,,,,,,,,48.0,1552.0,municipality,vladislavci
Vodice,2021,184.3,92.65,149656.0,1730.3,1615.3,6.0,55.9,172.1,890996.0,10301.7,9616.8,15942.0,93.0,8649.0,municipality,vodice
Vodice,2022,192.6,92.65,211256.0,2442.5,2280.2,5.5,69.2,179.8,1152309.0,13323.0,12437.2,16656.0,93.0,8649.0,municipality,vodice
Vodice,2023,197.2,92.65,229941.0,2658.6,2481.8,5.1,68.9,184.0,1174623.0,13581.0,12678.1,17052.0,93.0,8649.0,municipality,vodice
Vodice,2024,203.5,92.65,229128.0,2649.2,2473.0,5.1,67.0,190.0,1179308.0,13635.2,12728.6,17599.0,93.0,8649.0,municipality,vodice
Vodnjan - Dignano,2021,82.3,101.01,36924.0,632.5,365.5,7.7,59.5,47.5,285906.0,4897.3,2830.5,4802.0,57.0,5838.0,municipality,vodnjan dignano
Vodnjan - Dignano,2022,85.6,101.01,48321.0,827.7,478.4,7.3,70.6,49.5,352863.0,6044.2,3493.3,4995.0,57.0,5838.0,municipality,vodnjan dignano
Vodnjan - Dignano,2023,115.6,101.01,51777.0,886.9,512.6,7.0,53.9,66.8,363611.0,6228.3,3599.8,6746.0,57.0,5838.0,municipality,vodnjan dignano
Vodnjan - Dignano,2024,118.9,101.01,53175.0,910.8,526.4,6.9,52.9,68.7,367195.0,6289.7,3635.2,6942.0,57.0,5838.0,municipality,vodnjan dignano
Vojnić,2021,2.6,238.94,886.0,24.6,3.7,2.3,22.0,0.4,2025.0,56.2,8.5,92.0,15.0,3602.0,municipality,vojnic
Vojnić,2022,2.7,238.94,887.0,24.6,3.7,2.7,24.9,0.4,2411.0,66.9,10.1,97.0,15.0,3602.0,municipality,vojnic
Vojnić,2023,2.8,238.94,965.0,26.8,4.0,2.5,23.6,0.4,2388.0,66.3,10.0,101.0,15.0,3602.0,municipality,vojnic
Vojnić,2024,3.3,238.94,1151.0,32.0,4.8,2.4,23.5,0.5,2816.0,78.2,11.8,120.0,15.0,3602.0,municipality,vojnic
Voćin,2021,0.3,296.56,,,,,,0.0,,,,6.0,6.0,1896.0,municipality,vocin
Voćin,2022,0.6,296.56,,,,,,0.0,,,,12.0,6.0,1896.0,municipality,vocin
Voćin,2023,1.1,296.56,,,,,,0.1,,,,20.0,6.0,1896.0,municipality,vocin
Voćin,2024,1.1,296.56,302.0,15.9,1.0,2.0,30.6,0.1,612.0,32.3,2.1,20.0,6.0,1896.0,municipality,vocin
Vođinci,2021,,20.76,,,,,,,,,,,78.0,1634.0,municipality,vodinci
Vođinci,2022,,20.76,,,,,,,,,,,78.0,1634.0,municipality,vodinci
Vođinci,2023,,20.76,,,,,,,,,,,78.0,1634.0,municipality,vodinci
Vođinci,2024,,20.76,,,,,,,,,,,78.0,1634.0,municipality,vodinci
Vratišinec,2021,,16.31,,,,,,,,,,,102.0,1673.0,municipality,vratisinec
Vratišinec,2022,,16.31,,,,,,,,,,,102.0,1673.0,municipality,vratisinec
Vratišinec,2023,,16.31,,,,,,,,,,,102.0,1673.0,municipality,vratisinec
Vratišinec,2024,,16.31,,,,,,,,,,,102.0,1673.0,municipality,vratisinec
Vrbanja,2021,1.1,191.28,,,,,,0.2,,,,31.0,15.0,2870.0,municipality,vrbanja
Vrbanja,2022,1.4,191.28,218.0,7.6,1.1,2.6,13.6,0.2,559.0,19.5,2.9,41.0,15.0,2870.0,municipality,vrbanja
Vrbanja,2023,1.3,191.28,251.0,8.7,1.3,1.6,10.9,0.2,404.0,14.1,2.1,37.0,15.0,2870.0,municipality,vrbanja
Vrbanja,2024,1.3,191.28,,,,,,0.2,,,,37.0,15.0,2870.0,municipality,vrbanja
Vrbje,2021,,79.25,,,,,,,,,,,21.0,1691.0,municipality,vrbje
Vrbje,2022,,79.25,,,,,,,,,,,21.0,1691.0,municipality,vrbje
Vrbje,2023,,79.25,,,,,,,,,,,21.0,1691.0,municipality,vrbje
Vrbje,2024,,79.25,,,,,,,,,,,21.0,1691.0,municipality,vrbje
Vrbnik,2021,120.2,52.6,17203.0,1445.6,327.1,5.6,67.9,27.2,97111.0,8160.6,1846.2,1430.0,22.0,1190.0,municipality,vrbnik
Vrbnik,2022,130.8,52.6,20609.0,1731.8,391.8,5.9,77.6,29.6,120757.0,10147.6,2295.8,1557.0,22.0,1190.0,municipality,vrbnik
Vrbnik,2023,134.9,52.6,21223.0,1783.4,403.5,5.7,75.2,30.5,120675.0,10140.8,2294.2,1605.0,22.0,1190.0,municipality,vrbnik
Vrbnik,2024,138.7,52.6,20462.0,1719.5,389.0,5.6,69.3,31.4,114495.0,9621.4,2176.7,1651.0,22.0,1190.0,municipality,vrbnik
Vrbovec,2021,0.3,160.8,,,,,,0.2,,,,33.0,80.0,12981.0,municipality,vrbovec
Vrbovec,2022,0.3,160.8,,,,,,0.2,,,,36.0,80.0,12981.0,municipality,vrbovec
Vrbovec,2023,0.3,160.8,874.0,6.7,5.4,2.6,56.3,0.2,2251.0,17.3,14.0,40.0,80.0,12981.0,municipality,vrbovec
Vrbovec,2024,0.5,160.8,1176.0,9.1,7.3,2.6,50.1,0.4,3108.0,23.9,19.3,62.0,80.0,12981.0,municipality,vrbovec
Vrbovsko,2021,6.0,279.87,2902.0,74.9,10.4,2.9,37.0,0.8,8549.0,220.6,30.5,231.0,13.0,3876.0,municipality,vrbovsko
Vrbovsko,2022,6.4,279.87,2969.0,76.6,10.6,3.1,37.0,0.9,9164.0,236.4,32.7,248.0,13.0,3876.0,municipality,vrbovsko
Vrbovsko,2023,7.6,279.87,3267.0,84.3,11.7,3.1,34.1,1.1,10089.0,260.3,36.0,296.0,13.0,3876.0,municipality,vrbovsko
Vrbovsko,2024,7.0,279.87,2311.0,59.6,8.3,3.4,28.8,1.0,7854.0,202.6,28.1,273.0,13.0,3876.0,municipality,vrbovsko
Vrgorac,2021,3.2,278.64,1515.0,26.6,5.4,5.1,42.5,0.6,7695.0,135.0,27.6,181.0,20.0,5698.0,municipality,vrgorac
Vrgorac,2022,3.8,278.64,2060.0,36.2,7.4,5.7,54.2,0.8,11706.0,205.4,42.0,216.0,20.0,5698.0,municipality,vrgorac
Vrgorac,2023,4.5,278.64,2554.0,44.8,9.2,5.0,49.6,0.9,12738.0,223.6,45.7,257.0,20.0,5698.0,municipality,vrgorac
Vrgorac,2024,6.9,278.64,3210.0,56.3,11.5,4.6,37.7,1.4,14925.0,261.9,53.6,396.0,20.0,5698.0,municipality,vrgorac
Vrhovine,2021,71.4,225.28,5206.0,797.2,23.1,1.7,19.4,2.1,9048.0,1385.6,40.2,466.0,2.0,653.0,municipality,vrhovine
Vrhovine,2022,78.6,225.28,6811.0,1043.0,30.2,1.7,22.2,2.3,11392.0,1744.6,50.6,513.0,2.0,653.0,municipality,vrhovine
Vrhovine,2023,118.8,225.28,6903.0,1057.1,30.6,1.8,15.9,3.4,12338.0,1889.4,54.8,776.0,2.0,653.0,municipality,vrhovine
Vrhovine,2024,117.9,225.28,5018.0,768.5,22.3,1.8,12.0,3.4,9202.0,1409.2,40.8,770.0,2.0,653.0,municipality,vrhovine
Vrlika,2021,3.5,243.5,450.0,26.0,1.8,3.4,25.7,0.2,1541.0,89.2,6.3,60.0,7.0,1728.0,municipality,vrlika
Vrlika,2022,10.9,243.5,1014.0,58.7,4.2,2.3,12.2,0.8,2289.0,132.5,9.4,188.0,7.0,1728.0,municipality,vrlika
Vrlika,2023,12.4,243.5,1343.0,77.7,5.5,2.2,14.0,0.9,3004.0,173.8,12.3,215.0,7.0,1728.0,municipality,vrlika
Vrlika,2024,11.3,243.5,1138.0,65.9,4.7,2.4,14.2,0.8,2768.0,160.2,11.4,195.0,7.0,1728.0,municipality,vrlika
Vrpolje,2021,,60.89,,,,,,,,,,,46.0,2818.0,municipality,vrpolje
Vrpolje,2022,,60.89,,,,,,,,,,,46.0,2818.0,municipality,vrpolje
Vrpolje,2023,,60.89,,,,,,,,,,,46.0,2818.0,municipality,vrpolje
Vrpolje,2024,,60.89,,,,,,,,,,,46.0,2818.0,municipality,vrpolje
Vrsar - Orsera,2021,992.3,36.46,168863.0,8781.2,4631.5,8.2,72.6,523.3,1385725.0,72060.6,38006.7,19081.0,52.0,1923.0,municipality,vrsar orsera
Vrsar - Orsera,2022,995.6,36.46,228404.0,11877.5,6264.5,7.5,89.8,525.1,1719467.0,89415.9,47160.4,19146.0,52.0,1923.0,municipality,vrsar orsera
Vrsar - Orsera,2023,936.7,36.46,236652.0,12306.4,6490.7,7.4,97.0,494.0,1746307.0,90811.6,47896.5,18012.0,52.0,1923.0,municipality,vrsar orsera
Vrsar - Orsera,2024,986.0,36.46,244188.0,12698.3,6697.4,7.2,92.1,520.0,1746579.0,90825.7,47904.0,18960.0,52.0,1923.0,municipality,vrsar orsera
Vrsi,2021,114.2,37.0,15937.0,779.3,430.7,8.0,54.4,63.1,126925.0,6206.6,3430.4,2335.0,55.0,2045.0,municipality,vrsi
Vrsi,2022,119.0,37.0,18823.0,920.4,508.7,7.9,61.3,65.8,149284.0,7300.0,4034.7,2434.0,55.0,2045.0,municipality,vrsi
Vrsi,2023,122.7,37.0,18425.0,901.0,498.0,7.8,56.9,67.8,142913.0,6988.4,3862.5,2510.0,55.0,2045.0,municipality,vrsi
Vrsi,2024,127.6,37.0,18723.0,915.6,506.0,7.8,55.8,70.5,145663.0,7122.9,3936.8,2609.0,55.0,2045.0,municipality,vrsi
Vuka,2021,,24.76,,,,,,,,,,,39.0,984.0,municipality,vuka
Vuka,2022,,24.76,,,,,,,,,,,39.0,984.0,municipality,vuka
Vuka,2023,,24.76,,,,,,,,,,,39.0,984.0,municipality,vuka
Vuka,2024,,24.76,,,,,,,,,,,39.0,984.0,municipality,vuka
Vukovar,2021,3.9,100.1,9978.0,43.1,99.7,2.0,22.0,9.0,19813.0,85.5,197.9,901.0,231.0,23175.0,municipality,vukovar
Vukovar,2022,3.8,100.1,37660.0,162.5,376.2,1.5,64.7,8.9,57610.0,248.6,575.5,890.0,231.0,23175.0,municipality,vukovar
Vukovar,2023,4.1,100.1,54186.0,233.8,541.3,1.5,85.5,9.5,81008.0,349.5,809.3,947.0,231.0,23175.0,municipality,vukovar
Vukovar,2024,4.5,100.1,51325.0,221.5,512.7,1.6,76.4,10.5,80201.0,346.1,801.2,1050.0,231.0,23175.0,municipality,vukovar
Zabok,2021,0.9,34.6,3441.0,39.8,99.5,1.5,64.6,2.3,5236.0,60.5,151.3,81.0,250.0,8656.0,municipality,zabok
Zabok,2022,1.1,34.6,4097.0,47.3,118.4,1.4,59.8,2.7,5558.0,64.2,160.6,93.0,250.0,8656.0,municipality,zabok
Zabok,2023,1.2,34.6,3748.0,43.3,108.3,1.6,57.2,3.1,6064.0,70.1,175.3,106.0,250.0,8656.0,municipality,zabok
Zabok,2024,1.5,34.6,6263.0,72.4,181.0,1.6,77.9,3.7,9968.0,115.2,288.1,128.0,250.0,8656.0,municipality,zabok
Zadar,2021,31.0,192.13,360508.0,509.3,1876.4,4.2,69.2,114.2,1518174.0,2144.9,7901.8,21948.0,368.0,70779.0,municipality,zadarska
Zadar,2022,33.0,192.13,514148.0,726.4,2676.0,3.9,84.8,121.7,1982159.0,2800.5,10316.8,23381.0,368.0,70779.0,municipality,zadarska
Zadar,2023,34.2,192.13,608834.0,860.2,3168.9,3.5,88.5,126.1,2145586.0,3031.4,11167.4,24231.0,368.0,70779.0,municipality,zadarska
Zadar,2024,36.4,192.13,668243.0,944.1,3478.1,3.4,89.3,134.0,2299125.0,3248.3,11966.5,25741.0,368.0,70779.0,municipality,zadarska
Zadvarje,2021,122.1,13.04,402.0,139.1,30.8,8.2,9.3,27.1,3289.0,1138.1,252.2,353.0,22.0,289.0,municipality,zadvarje
Zadvarje,2022,28.4,13.04,582.0,201.4,44.6,7.7,54.5,6.3,4468.0,1546.0,342.6,82.0,22.0,289.0,municipality,zadvarje
Zadvarje,2023,29.8,13.04,488.0,168.9,37.4,8.7,49.3,6.6,4244.0,1468.5,325.5,86.0,22.0,289.0,municipality,zadvarje
Zadvarje,2024,31.1,13.04,601.0,208.0,46.1,7.9,52.5,6.9,4722.0,1633.9,362.1,90.0,22.0,289.0,municipality,zadvarje
Zagorska Sela,2021,2.9,24.67,320.0,35.6,13.0,1.9,23.8,1.1,618.0,68.7,25.1,26.0,36.0,899.0,municipality,zagorska sela
Zagorska Sela,2022,3.6,24.67,452.0,50.3,18.3,2.5,35.9,1.3,1148.0,127.7,46.5,32.0,36.0,899.0,municipality,zagorska sela
Zagorska Sela,2023,3.6,24.67,519.0,57.7,21.0,2.6,42.5,1.3,1361.0,151.4,55.2,32.0,36.0,899.0,municipality,zagorska sela
Zagorska Sela,2024,4.0,24.67,568.0,63.2,23.0,2.8,44.1,1.5,1586.0,176.4,64.3,36.0,36.0,899.0,municipality,zagorska sela
Zagvozd,2021,29.4,138.8,,,,,,2.0,,,,281.0,6.0,957.0,municipality,zagvozd
Zagvozd,2022,35.3,138.8,2685.0,280.6,19.3,6.6,52.8,2.4,17850.0,1865.2,128.6,338.0,6.0,957.0,municipality,zagvozd
Zagvozd,2023,40.4,138.8,2693.0,281.4,19.4,6.4,44.8,2.8,17344.0,1812.3,125.0,387.0,6.0,957.0,municipality,zagvozd
Zagvozd,2024,37.5,138.8,2276.0,237.8,16.4,7.0,44.1,2.6,15826.0,1653.7,114.0,359.0,6.0,957.0,municipality,zagvozd
Zaprešić,2021,0.7,53.94,2794.0,11.6,51.8,1.9,31.7,3.1,5288.0,21.9,98.0,167.0,447.0,24133.0,municipality,zapresic
Zaprešić,2022,0.7,53.94,4887.0,20.3,90.6,1.7,49.3,3.1,8330.0,34.5,154.4,169.0,447.0,24133.0,municipality,zapresic
Zaprešić,2023,0.8,53.94,4997.0,20.7,92.6,1.8,50.9,3.4,9218.0,38.2,170.9,181.0,447.0,24133.0,municipality,zapresic
Zaprešić,2024,0.5,53.94,4734.0,19.6,87.8,1.8,67.2,2.3,8330.0,34.5,154.4,124.0,447.0,24133.0,municipality,zapresic
Zažablje,2021,1.1,60.61,,,,,,0.1,,,,6.0,9.0,553.0,municipality,zazablje
Zažablje,2022,1.1,60.61,,,,,,0.1,,,,6.0,9.0,553.0,municipality,zazablje
Zažablje,2023,1.1,60.61,,,,,,0.1,,,,6.0,9.0,553.0,municipality,zazablje
Zažablje,2024,1.1,60.61,,,,,,0.1,,,,6.0,9.0,553.0,municipality,zazablje
Zdenci,2021,,84.64,,,,,,,,,,,17.0,1453.0,municipality,zdenci
Zdenci,2022,,84.64,,,,,,,,,,,17.0,1453.0,municipality,zdenci
Zdenci,2023,,84.64,,,,,,,,,,,17.0,1453.0,municipality,zdenci
Zdenci,2024,,84.64,,,,,,,,,,,17.0,1453.0,municipality,zdenci
Zemunik Donji,2021,8.2,54.83,1344.0,62.3,24.5,8.2,62.6,3.2,11011.0,510.0,200.8,176.0,39.0,2159.0,municipality,zemunik donji
Zemunik Donji,2022,9.5,54.83,1772.0,82.1,32.3,8.2,70.4,3.8,14512.0,672.2,264.7,206.0,39.0,2159.0,municipality,zemunik donji
Zemunik Donji,2023,11.5,54.83,1720.0,79.7,31.4,8.1,55.7,4.5,13859.0,641.9,252.8,249.0,39.0,2159.0,municipality,zemunik donji
Zemunik Donji,2024,13.5,54.83,2260.0,104.7,41.2,6.9,53.1,5.3,15516.0,718.7,283.0,292.0,39.0,2159.0,municipality,zemunik donji
Zlatar,2021,0.3,76.03,,,,,,0.2,,,,16.0,73.0,5574.0,municipality,zlatar
Zlatar,2022,0.5,76.03,,,,,,0.3,,,,26.0,73.0,5574.0,municipality,zlatar
Zlatar,2023,0.6,76.03,,,,,,0.4,,,,31.0,73.0,5574.0,municipality,zlatar
Zlatar,2024,0.6,76.03,522.0,9.4,6.9,3.3,48.6,0.5,1701.0,30.5,22.4,35.0,73.0,5574.0,municipality,zlatar
Zlatar-Bistrica,2021,1.0,24.72,,,,,,1.0,,,,24.0,93.0,2308.0,municipality,zlatar bistrica
Zlatar-Bistrica,2022,0.7,24.72,,,,,,0.6,,,,16.0,93.0,2308.0,municipality,zlatar bistrica
Zlatar-Bistrica,2023,0.7,24.72,,,,,,0.6,,,,16.0,93.0,2308.0,municipality,zlatar bistrica
Zlatar-Bistrica,2024,0.7,24.72,,,,,,0.6,,,,16.0,93.0,2308.0,municipality,zlatar bistrica
Zmijavci,2021,9.8,13.76,,,,,,11.8,,,,162.0,120.0,1654.0,municipality,zmijavci
Zmijavci,2022,12.5,13.76,1258.0,76.1,91.4,8.8,53.8,15.0,11089.0,670.4,805.9,206.0,120.0,1654.0,municipality,zmijavci
Zmijavci,2023,14.9,13.76,1674.0,101.2,121.7,8.7,58.8,18.0,14528.0,878.4,1055.8,247.0,120.0,1654.0,municipality,zmijavci
Zmijavci,2024,16.4,13.76,1753.0,106.0,127.4,8.2,52.9,19.7,14334.0,866.6,1041.7,271.0,120.0,1654.0,municipality,zmijavci
Zrinski Topolovac,2021,,30.35,,,,,,,,,,,24.0,747.0,municipality,zrinski topolovac
Zrinski Topolovac,2022,,30.35,,,,,,,,,,,24.0,747.0,municipality,zrinski topolovac
Zrinski Topolovac,2023,,30.35,,,,,,,,,,,24.0,747.0,municipality,zrinski topolovac
Zrinski Topolovac,2024,,30.35,,,,,,,,,,,24.0,747.0,municipality,zrinski topolovac
Čabar,2021,4.6,279.89,1361.0,42.2,4.9,2.5,23.0,0.5,3432.0,106.4,12.3,149.0,11.0,3226.0,municipality,cabar
Čabar,2022,5.9,279.89,1492.0,46.2,5.3,2.7,21.2,0.7,4005.0,124.1,14.3,189.0,11.0,3226.0,municipality,cabar
Čabar,2023,7.6,279.89,1502.0,46.6,5.4,2.9,17.5,0.9,4298.0,133.2,15.4,245.0,11.0,3226.0,municipality,cabar
Čabar,2024,8.4,279.89,1611.0,49.9,5.8,3.0,17.9,1.0,4849.0,150.3,17.3,271.0,11.0,3226.0,municipality,cabar
Čaglin,2021,1.0,178.23,,,,,,0.1,,,,21.0,11.0,2111.0,municipality,caglin
Čaglin,2022,1.4,178.23,,,,,,0.2,,,,29.0,11.0,2111.0,municipality,caglin
Čaglin,2023,1.4,178.23,311.0,14.7,1.7,2.0,21.3,0.2,619.0,29.3,3.5,29.0,11.0,2111.0,municipality,caglin
Čaglin,2024,1.3,178.23,327.0,15.5,1.8,1.9,22.6,0.2,634.0,30.0,3.6,28.0,11.0,2111.0,municipality,caglin
Čakovec,2021,1.9,76.94,9777.0,36.0,127.1,2.0,39.6,6.6,19936.0,73.5,259.1,504.0,352.0,27122.0,municipality,cakovec
Čakovec,2022,2.0,76.94,13711.0,50.6,178.2,2.0,50.8,7.0,27241.0,100.4,354.1,536.0,352.0,27122.0,municipality,cakovec
Čakovec,2023,2.3,76.94,15331.0,56.5,199.3,1.9,46.9,8.0,28987.0,106.9,376.7,618.0,352.0,27122.0,municipality,cakovec
Čakovec,2024,2.3,76.94,17435.0,64.3,226.6,1.8,50.2,8.0,31046.0,114.5,403.5,618.0,352.0,27122.0,municipality,cakovec
Čavle,2021,4.6,84.71,4293.0,60.8,50.7,2.9,38.1,3.9,12492.0,177.0,147.5,328.0,83.0,7059.0,municipality,cavle
Čavle,2022,5.4,84.71,4804.0,68.1,56.7,2.9,37.1,4.5,14089.0,199.6,166.3,380.0,83.0,7059.0,municipality,cavle
Čavle,2023,5.9,84.71,4770.0,67.6,56.3,3.0,33.5,5.0,14085.0,199.5,166.3,420.0,83.0,7059.0,municipality,cavle
Čavle,2024,6.0,84.71,5186.0,73.5,61.2,2.7,33.5,5.0,14123.0,200.1,166.7,422.0,83.0,7059.0,municipality,cavle
Čazma,2021,0.6,239.93,395.0,5.7,1.6,2.2,21.8,0.2,873.0,12.6,3.6,40.0,28.0,6930.0,municipality,cazma
Čazma,2022,0.7,239.93,656.0,9.5,2.7,2.4,33.4,0.2,1601.0,23.1,6.7,48.0,28.0,6930.0,municipality,cazma
Čazma,2023,0.9,239.93,621.0,9.0,2.6,2.6,27.1,0.3,1623.0,23.4,6.8,60.0,28.0,6930.0,municipality,cazma
Čazma,2024,0.6,239.93,638.0,9.2,2.7,2.0,29.3,0.2,1261.0,18.2,5.3,43.0,28.0,6930.0,municipality,cazma
Čačinci,2021,6.3,144.89,949.0,43.9,6.5,2.1,14.7,0.9,1995.0,92.3,13.8,136.0,14.0,2162.0,municipality,cacinci
Čačinci,2022,6.4,144.89,1050.0,48.6,7.2,2.8,21.0,1.0,2896.0,134.0,20.0,138.0,14.0,2162.0,municipality,cacinci
Čačinci,2023,4.2,144.89,1534.0,71.0,10.6,2.3,39.1,0.6,3515.0,162.6,24.3,90.0,14.0,2162.0,municipality,cacinci
Čačinci,2024,4.4,144.89,1917.0,88.7,13.2,1.7,34.8,0.7,3307.0,153.0,22.8,95.0,14.0,2162.0,municipality,cacinci
Čađavica,2021,2.6,91.15,,,,,,0.4,,,,41.0,17.0,1555.0,municipality,cadavica
Čađavica,2022,2.6,91.15,,,,,,0.4,,,,41.0,17.0,1555.0,municipality,cadavica
Čađavica,2023,3.0,91.15,,,,,,0.5,,,,47.0,17.0,1555.0,municipality,cadavica
Čađavica,2024,3.4,91.15,,,,,,0.6,,,,53.0,17.0,1555.0,municipality,cadavica
Čeminac,2021,0.3,61.44,,,,,,0.1,,,,8.0,40.0,2484.0,municipality,ceminac
Čeminac,2022,0.7,61.44,,,,,,0.3,,,,18.0,40.0,2484.0,municipality,ceminac
Čeminac,2023,0.7,61.44,,,,,,0.3,,,,18.0,40.0,2484.0,municipality,ceminac
Čeminac,2024,0.7,61.44,,,,,,0.3,,,,18.0,40.0,2484.0,municipality,ceminac
Čepin,2021,0.5,120.68,,,,,,0.4,,,,50.0,80.0,9665.0,municipality,cepin
Čepin,2022,0.4,120.68,,,,,,0.3,,,,36.0,80.0,9665.0,municipality,cepin
Čepin,2023,0.4,120.68,,,,,,0.3,,,,40.0,80.0,9665.0,municipality,cepin
Čepin,2024,1.7,120.68,10178.0,105.3,84.3,1.6,100.9,1.4,16544.0,171.2,137.1,164.0,80.0,9665.0,municipality,cepin
Đakovo,2021,1.3,168.94,6094.0,25.8,36.1,2.2,42.0,1.9,13183.0,55.9,78.0,314.0,139.0,23577.0,municipality,dakovo
Đakovo,2022,1.3,168.94,9410.0,39.9,55.7,1.9,57.5,1.9,18226.0,77.3,107.9,317.0,139.0,23577.0,municipality,dakovo
Đakovo,2023,1.5,168.94,10445.0,44.3,61.8,2.1,62.7,2.0,21633.0,91.8,128.1,345.0,139.0,23577.0,municipality,dakovo
Đakovo,2024,1.7,168.94,11517.0,48.8,68.2,1.9,55.9,2.3,22153.0,94.0,131.1,396.0,139.0,23577.0,municipality,dakovo
Đelekovec,2021,,26.26,,,,,,,,,,,48.0,1281.0,municipality,delekovec
Đelekovec,2022,,26.26,,,,,,,,,,,48.0,1281.0,municipality,delekovec
Đelekovec,2023,,26.26,,,,,,,,,,,48.0,1281.0,municipality,delekovec
Đelekovec,2024,,26.26,,,,,,,,,,,48.0,1281.0,municipality,delekovec
Đulovac,2021,,186.96,,,,,,,,,,,14.0,2772.0,municipality,dulovac
Đulovac,2022,,186.96,,,,,,,,,,,14.0,2772.0,municipality,dulovac
Đulovac,2023,,186.96,,,,,,,,,,,14.0,2772.0,municipality,dulovac
Đulovac,2024,,186.96,,,,,,,,,,,14.0,2772.0,municipality,dulovac
Đurmanec,2021,0.3,57.81,868.0,23.0,15.0,1.2,86.2,0.2,1034.0,27.3,17.9,12.0,65.0,3781.0,municipality,durmanec
Đurmanec,2022,0.3,57.81,921.0,24.4,15.9,1.3,96.4,0.2,1157.0,30.6,20.0,12.0,65.0,3781.0,municipality,durmanec
